Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
S. 2374,https://www.congress.gov/bill/116th-congress/senate-bill/2374,116th Congress (2019-2020),SAVES Act,"Cruz, Ted [Sen.-R-TX] (Introduced 07/31/2019)",7/31/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2019,1,,,,,
S. 2364,https://www.congress.gov/bill/116th-congress/senate-bill/2364,116th Congress (2019-2020),Save Our Seas 2.0: Enhancing the Domestic Marine Debris Response Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 07/31/2019)",7/31/2019,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",7/31/2019,9,,,,,
S. 2356,https://www.congress.gov/bill/116th-congress/senate-bill/2356,116th Congress (2019-2020),Define WOTUS Act of 2019,"Braun, Mike [Sen.-R-IN] (Introduced 07/31/2019)",7/31/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/31/2019,1,,,,,
S. 2343,https://www.congress.gov/bill/116th-congress/senate-bill/2343,116th Congress (2019-2020),Endangered Species Management Self-Determination Act,"Paul, Rand [Sen.-R-KY] (Introduced 07/30/2019)",7/30/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/30/2019,1,,,,,
S. 2325,https://www.congress.gov/bill/116th-congress/senate-bill/2325,116th Congress (2019-2020),Super Pollutants Act,"Murphy, Christopher [Sen.-D-CT] (Introduced 07/30/2019)",7/30/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/30/2019,1,,,,,
S. 2298,https://www.congress.gov/bill/116th-congress/senate-bill/2298,116th Congress (2019-2020),RESTORE Act,"Toomey, Patrick [Sen.-R-PA] (Introduced 07/25/2019)",7/25/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/25/2019,3,,,,,
S. 2295,https://www.congress.gov/bill/116th-congress/senate-bill/2295,116th Congress (2019-2020),GLRI Act of 2019,"Stabenow, Debbie [Sen.-D-MI] (Introduced 07/25/2019)",7/25/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/25/2019,13,,,,,
S. 2274,https://www.congress.gov/bill/116th-congress/senate-bill/2274,116th Congress (2019-2020),WHERA Act,"Carper, Thomas R. [Sen.-D-DE] (Introduced 07/25/2019)",7/25/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/25/2019,5,,,,,
S. 2260,https://www.congress.gov/bill/116th-congress/senate-bill/2260,116th Congress (2019-2020),Save Our Seas 2.0: Improving Domestic Infrastructure to Prevent Marine Debris Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 07/24/2019)",7/24/2019,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 224.,9/25/2019,7,,,,,
S. 2239,https://www.congress.gov/bill/116th-congress/senate-bill/2239,116th Congress (2019-2020),"A bill to codify an Executive order preparing the United States for the impacts of climate change, and for other purposes.","Klobuchar, Amy [Sen.-D-MN] (Introduced 07/23/2019)",7/23/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/23/2019,0,,,,,
S. 2236,https://www.congress.gov/bill/116th-congress/senate-bill/2236,116th Congress (2019-2020),Environmental Justice Act of 2019,"Booker, Cory A. [Sen.-D-NJ] (Introduced 07/23/2019)",7/23/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/23/2019,13,,,,,
S. 2210,https://www.congress.gov/bill/116th-congress/senate-bill/2210,116th Congress (2019-2020),Great Lakes Water Protection Act,"Duckworth, Tammy [Sen.-D-IL] (Introduced 07/23/2019)",7/23/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/23/2019,1,,,,,
S. 2105,https://www.congress.gov/bill/116th-congress/senate-bill/2105,116th Congress (2019-2020),"A bill to amend the Clean Air Act to clarify when a physical change in, or change in the method of operation of, a stationary source constitutes a modification, and for other purposes.","Paul, Rand [Sen.-R-KY] (Introduced 07/11/2019)",7/11/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/11/2019,0,,,,,
S. 2104,https://www.congress.gov/bill/116th-congress/senate-bill/2104,116th Congress (2019-2020),"A bill to amend the Clean Air Act to exclude energy efficiency projects, pollution control projects, and reliability projects from the definition of a modification.","Paul, Rand [Sen.-R-KY] (Introduced 07/11/2019)",7/11/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/11/2019,0,,,,,
S. 2086,https://www.congress.gov/bill/116th-congress/senate-bill/2086,116th Congress (2019-2020),National Opportunity for Lead Exposure Accountability and Deterrence Act of 2019,"Duckworth, Tammy [Sen.-D-IL] (Introduced 07/11/2019)",7/11/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/11/2019,1,,,,,
S. 2057,https://www.congress.gov/bill/116th-congress/senate-bill/2057,116th Congress (2019-2020),National Climate Bank Act,"Markey, Edward J. [Sen.-D-MA] (Introduced 07/08/2019)",7/8/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/8/2019,4,,,,,
S. 1982,https://www.congress.gov/bill/116th-congress/senate-bill/1982,116th Congress (2019-2020),Save Our Seas 2.0 Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 06/26/2019)",6/26/2019,"House - Transportation and Infrastructure, Natural Resources, Foreign Affairs, Energy and Commerce, Science, Space, and Technology, Agriculture | Senate - Commerce, Science, and Transportation",Became Public Law No: 116-224.,12/18/2020,19,,,,,
S. 1976,https://www.congress.gov/bill/116th-congress/senate-bill/1976,116th Congress (2019-2020),Federal Permitting Reform and Jobs Act,"Portman, Rob [Sen.-R-OH] (Introduced 06/26/2019)",6/26/2019,Senate - Homeland Security and Governmental Affairs,Placed on Senate Legislative Calendar under General Orders. Calendar No. 499.,7/29/2020,0,,,,,
S. 1973,https://www.congress.gov/bill/116th-congress/senate-bill/1973,116th Congress (2019-2020),"A bill to require the Administrator of the Environmental Protection Agency to establish a program under which the Administrator shall defer the designation of an area as a nonattainment area for purposes of the 8-hour ozone national ambient air quality standard if the area achieves and maintains certain standards under a voluntary early action compact plan, and for other purposes.","Lee, Mike [Sen.-R-UT] (Introduced 06/25/2019)",6/25/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/25/2019,1,,,,,
S. 1864,https://www.congress.gov/bill/116th-congress/senate-bill/1864,116th Congress (2019-2020),Buy Clean Transparency Act of 2019,"Klobuchar, Amy [Sen.-D-MN] (Introduced 06/13/2019)",6/13/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/13/2019,3,,,,,
S. 1840,https://www.congress.gov/bill/116th-congress/senate-bill/1840,116th Congress (2019-2020),"A bill to establish certain requirements for the small refineries exemption of the renewable fuels provisions under the Clean Air Act, and for other purposes.","Fischer, Deb [Sen.-R-NE] (Introduced 06/13/2019)",6/13/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/13/2019,16,,,,,
S. 1837,https://www.congress.gov/bill/116th-congress/senate-bill/1837,116th Congress (2019-2020),PIPE Act,"Gillibrand, Kirsten E. [Sen.-D-NY] (Introduced 06/13/2019)",6/13/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/13/2019,0,,,,,
S. 1812,https://www.congress.gov/bill/116th-congress/senate-bill/1812,116th Congress (2019-2020),Smoke Planning and Research Act of 2019,"Merkley, Jeff [Sen.-D-OR] (Introduced 06/12/2019)",6/12/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/12/2019,3,,,,,
S. 1783,https://www.congress.gov/bill/116th-congress/senate-bill/1783,116th Congress (2019-2020),Nogales Wastewater Fairness Act,"McSally, Martha [Sen.-R-AZ] (Introduced 06/11/2019)",6/11/2019,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations.,6/11/2019,2,,,,,
S. 1768,https://www.congress.gov/bill/116th-congress/senate-bill/1768,116th Congress (2019-2020),Native Species Protection Act,"Lee, Mike [Sen.-R-UT] (Introduced 06/10/2019)",6/10/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/10/2019,4,,,,,
S. 1745,https://www.congress.gov/bill/116th-congress/senate-bill/1745,116th Congress (2019-2020),Carbon Pollution Transparency Act,"Bennet, Michael F. [Sen.-D-CO] (Introduced 06/05/2019)",6/5/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,6/5/2019,16,,,,,
S. 1689,https://www.congress.gov/bill/116th-congress/senate-bill/1689,116th Congress (2019-2020),"A bill to permit States to transfer certain funds from the clean water revolving fund of a State to the drinking water revolving fund of the State in certain circumstances, and for other purposes.","Booker, Cory A. [Sen.-D-NJ] (Introduced 05/23/2019)",5/23/2019,Senate - Environment and Public Works,Became Public Law No: 116-63.,10/4/2019,1,,,,,
S. 1614,https://www.congress.gov/bill/116th-congress/senate-bill/1614,116th Congress (2019-2020),"A bill to amend the Clean Air Act to modify the definition of ""renewable biomass"" under the renewable fuel program.","Wyden, Ron [Sen.-D-OR] (Introduced 05/22/2019)",5/22/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (Sponsor introductory remarks on measure: CR S3062),5/22/2019,5,,,,,
S. 1613,https://www.congress.gov/bill/116th-congress/senate-bill/1613,116th Congress (2019-2020),Contaminant and Lead Electronic Accounting and Reporting Requirements for (CLEARR) Drinking Water Act of 2019,"Markey, Edward J. [Sen.-D-MA] (Introduced 05/22/2019)",5/22/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/22/2019,12,,,,,
S. 1604,https://www.congress.gov/bill/116th-congress/senate-bill/1604,116th Congress (2019-2020),Local Water Protection Act,"Klobuchar, Amy [Sen.-D-MN] (Introduced 05/22/2019)",5/22/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/22/2019,1,,,,,
S. 1518,https://www.congress.gov/bill/116th-congress/senate-bill/1518,116th Congress (2019-2020),Rebuild America Now Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 05/16/2019)",5/16/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/16/2019,4,,,,,
S. 1507,https://www.congress.gov/bill/116th-congress/senate-bill/1507,116th Congress (2019-2020),PFAS Release Disclosure and Protection Act of 2019,"Capito, Shelley Moore [Sen.-R-WV] (Introduced 05/16/2019)",5/16/2019,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 119.,6/19/2019,2,,,,,
S. 1499,https://www.congress.gov/bill/116th-congress/senate-bill/1499,116th Congress (2019-2020),Wildlife Corridors Conservation Act of 2019,"Udall, Tom [Sen.-D-NM] (Introduced 05/16/2019)",5/16/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/16/2019,15,,,,,
S. 1487,https://www.congress.gov/bill/116th-congress/senate-bill/1487,116th Congress (2019-2020),Zero-Emission Vehicles Act of 2019,"Merkley, Jeff [Sen.-D-OR] (Introduced 05/15/2019)",5/15/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/15/2019,7,,,,,
S. 1482,https://www.congress.gov/bill/116th-congress/senate-bill/1482,116th Congress (2019-2020),SAFE Act,"Whitehouse, Sheldon [Sen.-D-RI] (Introduced 05/15/2019)",5/15/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/15/2019,8,,,,,
S. 1473,https://www.congress.gov/bill/116th-congress/senate-bill/1473,116th Congress (2019-2020),Protect Drinking Water from PFAS Act of 2019,"Gillibrand, Kirsten E. [Sen.-D-NY] (Introduced 05/15/2019)",5/15/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/15/2019,5,,,,,
S. 1429,https://www.congress.gov/bill/116th-congress/senate-bill/1429,116th Congress (2019-2020),21st Century Endangered Species Transparency Act,"Cornyn, John [Sen.-R-TX] (Introduced 05/13/2019)",5/13/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/13/2019,9,,,,,
S. 1426,https://www.congress.gov/bill/116th-congress/senate-bill/1426,116th Congress (2019-2020),A bill to amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements.,"Cornyn, John [Sen.-R-TX] (Introduced 05/13/2019)",5/13/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/13/2019,10,,,,,
S. 1372,https://www.congress.gov/bill/116th-congress/senate-bill/1372,116th Congress (2019-2020),PFAS Accountability Act of 2019,"Stabenow, Debbie [Sen.-D-MI] (Introduced 05/08/2019)",5/8/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/8/2019,10,,,,,
S. 1371,https://www.congress.gov/bill/116th-congress/senate-bill/1371,116th Congress (2019-2020),Oxybenzone and Octinoxate Impact Study Act of 2019,"Merkley, Jeff [Sen.-D-OR] (Introduced 05/08/2019)",5/8/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/8/2019,1,,,,,
S. 1345,https://www.congress.gov/bill/116th-congress/senate-bill/1345,116th Congress (2019-2020),A bill to amend and reauthorize the Morris K. Udall and Stewart L. Udall Foundation Act.,"Heinrich, Martin [Sen.-D-NM] (Introduced 05/07/2019)",5/7/2019,Senate - Environment and Public Works,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-101.,9/11/2019,3,,,,,
S. 1251,https://www.congress.gov/bill/116th-congress/senate-bill/1251,116th Congress (2019-2020),Safe Drinking Water Assistance Act of 2019,"Shaheen, Jeanne [Sen.-D-NH] (Introduced 04/30/2019)",4/30/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/30/2019,2,,,,,
S. 1232,https://www.congress.gov/bill/116th-congress/senate-bill/1232,116th Congress (2019-2020),RECLAIM Act of 2019,"Manchin, Joe, III [Sen.-D-WV] (Introduced 04/30/2019)",4/30/2019,Senate - Energy and Natural Resources,Read twice and referred to the Committee on Energy and Natural Resources.,4/30/2019,6,,,,,
S. 1139,https://www.congress.gov/bill/116th-congress/senate-bill/1139,116th Congress (2019-2020),National Fish and Wildlife Foundation Reauthorization Act of 2019,"Cardin, Benjamin L. [Sen.-D-MD] (Introduced 04/10/2019)",4/10/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/10/2019,5,,,,,
S. 1087,https://www.congress.gov/bill/116th-congress/senate-bill/1087,116th Congress (2019-2020),Water Quality Certification Improvement Act of 2019,"Barrasso, John [Sen.-R-WY] (Introduced 04/09/2019)",4/9/2019,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 116-145.,11/19/2019,6,,,,,
S. 1051,https://www.congress.gov/bill/116th-congress/senate-bill/1051,116th Congress (2019-2020),"A bill to amend the Endangered Species Act of 1973 to establish a program to allow States to assume certain Federal responsibilities under that Act with respect to agency actions applicable to highway projects within the States, and for other purposes.","Cornyn, John [Sen.-R-TX] (Introduced 04/04/2019)",4/4/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/4/2019,3,,,,,
S. 1050,https://www.congress.gov/bill/116th-congress/senate-bill/1050,116th Congress (2019-2020),"A bill to amend the Federal Water Pollution Control Act to increase the ability of a State to administer a permit program under that Act, and for other purposes.","Cornyn, John [Sen.-R-TX] (Introduced 04/04/2019)",4/4/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/4/2019,4,,,,,
S. 1022,https://www.congress.gov/bill/116th-congress/senate-bill/1022,116th Congress (2019-2020),GAS MONEY Saved Act,"Markey, Edward J. [Sen.-D-MA] (Introduced 04/03/2019)",4/3/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/3/2019,18,,,,,
S. 990,https://www.congress.gov/bill/116th-congress/senate-bill/990,116th Congress (2019-2020),Platte River Recovery Implementation Program Extension Act,"Barrasso, John [Sen.-R-WY] (Introduced 04/02/2019)",4/2/2019,Senate - Energy and Natural Resources,Placed on Senate Legislative Calendar under General Orders. Calendar No. 268.,10/24/2019,5,,,,,
S. 950,https://www.congress.gov/bill/116th-congress/senate-bill/950,116th Congress (2019-2020),PFAS Detection Act of 2019,"Stabenow, Debbie [Sen.-D-MI] (Introduced 03/28/2019)",3/28/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/28/2019,6,,,,,
S. 940,https://www.congress.gov/bill/116th-congress/senate-bill/940,116th Congress (2019-2020),Healthy Climate and Family Security Act of 2019,"Van Hollen, Chris [Sen.-D-MD] (Introduced 03/28/2019)",3/28/2019,Senate - Finance,Read twice and referred to the Committee on Finance.,3/28/2019,0,,,,,
S. 921,https://www.congress.gov/bill/116th-congress/senate-bill/921,116th Congress (2019-2020),"Protect Children, Farmers, and Farmworkers from Nerve Agent Pesticides Act of 2019","Udall, Tom [Sen.-D-NM] (Introduced 03/28/2019)",3/28/2019,"Senate - Agriculture, Nutrition, and Forestry","Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",3/28/2019,16,,,,,
S. 868,https://www.congress.gov/bill/116th-congress/senate-bill/868,116th Congress (2019-2020),Women and Climate Change Act of 2019,"Hirono, Mazie K. [Sen.-D-HI] (Introduced 03/26/2019)",3/26/2019,Senate - Foreign Relations,Read twice and referred to the Committee on Foreign Relations. (Sponsor introductory remarks on measure: CR S1989-1991),3/26/2019,5,,,,,
S. 865,https://www.congress.gov/bill/116th-congress/senate-bill/865,116th Congress (2019-2020),Spill Response and Prevention Surety Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 03/25/2019)",3/25/2019,Senate - Finance,Read twice and referred to the Committee on Finance.,3/25/2019,1,,,,,
S. 763,https://www.congress.gov/bill/116th-congress/senate-bill/763,116th Congress (2019-2020),Climate Change Resiliency Fund for America Act of 2019,"Durbin, Richard J. [Sen.-D-IL] (Introduced 03/12/2019)",3/12/2019,Senate - Finance,Read twice and referred to the Committee on Finance. (text: CR S1795-1797),3/12/2019,0,,,,,
S. 747,https://www.congress.gov/bill/116th-congress/senate-bill/747,116th Congress (2019-2020),Diesel Emissions Reduction Act of 2019,"Carper, Thomas R. [Sen.-D-DE] (Introduced 03/12/2019)",3/12/2019,Senate - Environment and Public Works,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-39.,5/13/2019,10,,,,,
S. 729,https://www.congress.gov/bill/116th-congress/senate-bill/729,116th Congress (2019-2020),"A bill to prohibit the use of funds to Federal agencies to establish a panel, task force, advisory committee, or other effort to challenge the scientific consensus on climate change, and for other purposes.","Schumer, Charles E. [Sen.-D-NY] (Introduced 03/07/2019)",3/7/2019,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 35.,3/11/2019,16,,,,,
S. 717,https://www.congress.gov/bill/116th-congress/senate-bill/717,116th Congress (2019-2020),Alan Reinstein Ban Asbestos Now Act of 2019,"Merkley, Jeff [Sen.-D-OR] (Introduced 03/07/2019)",3/7/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/7/2019,14,,,,,
S. 701,https://www.congress.gov/bill/116th-congress/senate-bill/701,116th Congress (2019-2020),Chesapeake Bay Program Reauthorization Act,"Cardin, Benjamin L. [Sen.-D-MD] (Introduced 03/07/2019)",3/7/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/7/2019,6,,,,,
S. 638,https://www.congress.gov/bill/116th-congress/senate-bill/638,116th Congress (2019-2020),PFAS Action Act of 2019,"Carper, Thomas R. [Sen.-D-DE] (Introduced 02/28/2019)",2/28/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (Sponsor introductory remarks on measure: CR S1599),2/28/2019,52,,,,,
S. 614,https://www.congress.gov/bill/116th-congress/senate-bill/614,116th Congress (2019-2020),Grizzly Bear State Management Act of 2019,"Enzi, Michael B. [Sen.-R-WY] (Introduced 02/28/2019)",2/28/2019,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held.,9/9/2020,4,,,,,
S. 611,https://www.congress.gov/bill/116th-congress/senate-bill/611,116th Congress (2019-2020),"Water Affordability, Transparency, Equity, and Reliability Act of 2019","Sanders, Bernard [Sen.-I-VT] (Introduced 02/28/2019)",2/28/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/28/2019,3,,,,,
S. 581,https://www.congress.gov/bill/116th-congress/senate-bill/581,116th Congress (2019-2020),Fuel Choice and Deregulation Act of 2019,"Paul, Rand [Sen.-R-KY] (Introduced 02/27/2019)",2/27/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/27/2019,1,,,,,
S. 502,https://www.congress.gov/bill/116th-congress/senate-bill/502,116th Congress (2019-2020),"State, Tribal, and Local Species Transparency and Recovery Act","Enzi, Michael B. [Sen.-R-WY] (Introduced 02/14/2019)",2/14/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/14/2019,2,,,,,
S. 483,https://www.congress.gov/bill/116th-congress/senate-bill/483,116th Congress (2019-2020),Pesticide Registration Improvement Extension Act of 2018,"Roberts, Pat [Sen.-R-KS] (Introduced 02/13/2019)",2/13/2019,,Became Public Law No: 116-8.,3/8/2019,2,,,,,
S. 477,https://www.congress.gov/bill/116th-congress/senate-bill/477,116th Congress (2019-2020),Climate Change Education Act,"Markey, Edward J. [Sen.-D-MA] (Introduced 02/13/2019)",2/13/2019,"Senate - Commerce, Science, and Transportation","Read twice and referred to the Committee on Commerce, Science, and Transportation.",2/13/2019,19,,,,,
S. 458,https://www.congress.gov/bill/116th-congress/senate-bill/458,116th Congress (2019-2020),"A bill to require the Administrator of the Environmental Protection Agency to revise certain ethylene oxide emissions standards under the Clean Air Act, and for other purposes.","Durbin, Richard J. [Sen.-D-IL] (Introduced 02/12/2019)",2/12/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works. (text: CR S1277-1278),2/12/2019,1,,,,,
S. 451,https://www.congress.gov/bill/116th-congress/senate-bill/451,116th Congress (2019-2020),Expanding Transparency of Information and Safeguarding Toxics (EtO is Toxic) Act of 2019,"Duckworth, Tammy [Sen.-D-IL] (Introduced 02/12/2019)",2/12/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/12/2019,1,,,,,
S. 383,https://www.congress.gov/bill/116th-congress/senate-bill/383,116th Congress (2019-2020),USE IT Act,"Barrasso, John [Sen.-R-WY] (Introduced 02/07/2019)",2/7/2019,Senate - Environment and Public Works,By Senator Barrasso from Committee on Environment and Public Works filed written report. Report No. 116-38.,5/13/2019,18,,,,,
S. 376,https://www.congress.gov/bill/116th-congress/senate-bill/376,116th Congress (2019-2020),Defense of Environment and Property Act of 2019,"Paul, Rand [Sen.-R-KY] (Introduced 02/07/2019)",2/7/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/7/2019,3,,,,,
S. 261,https://www.congress.gov/bill/116th-congress/senate-bill/261,116th Congress (2019-2020),North American Wetlands Conservation Extension Act,"Heinrich, Martin [Sen.-D-NM] (Introduced 01/29/2019)",1/29/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/29/2019,39,,,,,
S. 233,https://www.congress.gov/bill/116th-congress/senate-bill/233,116th Congress (2019-2020),EPA Special Hiring Authority Transparency Act,"Duckworth, Tammy [Sen.-D-IL] (Introduced 01/28/2019)",1/28/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/28/2019,1,,,,,
S. 181,https://www.congress.gov/bill/116th-congress/senate-bill/181,116th Congress (2019-2020),Comprehensive National Mercury Monitoring Act,"Collins, Susan M. [Sen.-R-ME] (Introduced 01/17/2019)",1/17/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/17/2019,1,,,,,
S. 163,https://www.congress.gov/bill/116th-congress/senate-bill/163,116th Congress (2019-2020),Alaska Remote Generator Reliability and Protection Act,"Sullivan, Dan [Sen.-R-AK] (Introduced 01/16/2019)",1/16/2019,House - Energy and Commerce | Senate - Environment and Public Works,Became Public Law No: 116-62.,10/4/2019,1,,,,,
S. 10,https://www.congress.gov/bill/116th-congress/senate-bill/10,116th Congress (2019-2020),South Florida Clean Coastal Waters Act of 2019,"Rubio, Marco [Sen.-R-FL] (Introduced 01/03/2019)",1/3/2019,"Senate - Commerce, Science, and Transportation",Placed on Senate Legislative Calendar under General Orders. Calendar No. 518.,8/13/2020,1,,,,,
S.J.Res. 53,https://www.congress.gov/bill/116th-congress/senate-joint-resolution/53,116th Congress (2019-2020),"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Repeal of the Clean Power Plan; Emission Guidelines for Greenhouse Gas Emissions From Existing Electric Utility Generating Units; Revisions to Emission Guidelines Implementing Regulations"".","Cardin, Benjamin L. [Sen.-D-MD] (Introduced 09/09/2019)",9/9/2019,Senate - Environment and Public Works,Failed of passage in Senate by Yea-Nay Vote. 41 - 53. Record Vote Number: 324.,10/17/2019,22,,,,,
S.J.Res. 9,https://www.congress.gov/bill/116th-congress/senate-joint-resolution/9,116th Congress (2019-2020),A joint resolution calling on the United States and Congress to take immediate action to address the challenge of climate change.,"Carper, Thomas R. [Sen.-D-DE] (Introduced 02/28/2019)",2/28/2019,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/28/2019,47,,,,,
S.J.Res. 8,https://www.congress.gov/bill/116th-congress/senate-joint-resolution/8,116th Congress (2019-2020),A joint resolution recognizing the duty of the Federal Government to create a Green New Deal.,"McConnell, Mitch [Sen.-R-KY] (Introduced 02/13/2019)",2/13/2019,,Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 0 - 57. Record Vote Number: 52. (CR S1971),3/26/2019,0,,,,,
S.Con.Res. 47,https://www.congress.gov/bill/116th-congress/senate-concurrent-resolution/47,116th Congress (2019-2020),"A concurrent resolution recognizing that the climate crisis is disproportionately affecting the health, economic opportunity, and fundamental rights of children, expressing the sense of Congress that renewed leadership by the United States is needed to address the climate crisis, and recognizing the need of the United States to develop a national, comprehensive, and science-based climate recovery plan to phase out fossil fuel emissions, protect and enhance natural sequestration, and put the United States on a path toward stabilizing the climate system.","Merkley, Jeff [Sen.-D-OR] (Introduced 09/23/2020)",9/23/2020,Senate - Environment and Public Works,Referred to the Committee on Environment and Public Works. (text: CR S5837-5838),9/23/2020,7,,,,,
S.Con.Res. 22,https://www.congress.gov/bill/116th-congress/senate-concurrent-resolution/22,116th Congress (2019-2020),"A concurrent resolution expressing the sense of Congress that there is a climate emergency which demands a massive-scale mobilization to halt, reverse, and address its consequences and causes.","Sanders, Bernard [Sen.-I-VT] (Introduced 07/17/2019)",7/17/2019,Senate - Environment and Public Works,Referred to the Committee on Environment and Public Works. (text: CR S4913-4914),7/17/2019,8,,,,,
S.Res. 714,https://www.congress.gov/bill/116th-congress/senate-resolution/714,116th Congress (2019-2020),A resolution encouraging the Administrator of the Environmental Protection Agency to maintain and strengthen requirements under the Clean Water Act and reverse ongoing administrative actions to weaken the Clean Water Act and protections for waters of the United States.,"Duckworth, Tammy [Sen.-D-IL] (Introduced 09/23/2020)",9/23/2020,Senate - Environment and Public Works,Referred to the Committee on Environment and Public Works. (text: CR S5835-5837),9/23/2020,7,,,,,
